Time [yyyy-MM-dd HH:mm:ss];903.00_IJ.DOESBURG;922.00_IJ.BRUMMEN;932.00_IJ.ZUPTHEN;940.00_IJ.GORSSEL;947.00_IJ.DEVENTER;;;;;;
26-01-00 19:00;9.8528;8.2808;7.1439;6.2611;5.5918;;;;;;
26-01-00 20:00;9.8402;8.274;7.1385;6.256;5.5879;;;;;;
26-01-00 21:00;9.8277;8.2671;7.1331;6.251;5.5839;;;;;;
26-01-00 22:00;9.8152;8.2601;7.1277;6.2459;5.5798;;;;;;
26-01-00 23:00;9.8027;8.2532;7.1222;6.2409;5.5758;;;;;;
27-01-00 00:00;9.7902;8.2462;7.1168;6.2358;5.5718;;;;;;
27-01-00 01:00;9.7777;8.2392;7.1114;6.2308;5.5677;;;;;;
27-01-00 02:00;9.7651;8.2322;7.106;6.2258;5.5637;;;;;;
27-01-00 03:00;9.7524;8.2251;7.1007;6.2209;5.5596;;;;;;
27-01-00 04:00;9.7398;8.218;7.0954;6.216;5.5556;;;;;;
27-01-00 05:00;9.727;8.2109;7.0901;6.2111;5.5516;;;;;;
27-01-00 06:00;9.7142;8.2038;7.0849;6.2063;5.5477;;;;;;
27-01-00 07:00;9.7014;8.1966;7.0797;6.2016;5.5437;;;;;;
27-01-00 08:00;9.6885;8.1895;7.0745;6.1969;5.5399;;;;;;
27-01-00 09:00;9.6755;8.1823;7.0694;6.1922;5.536;;;;;;
27-01-00 10:00;9.6626;8.1751;7.0644;6.1877;5.5322;;;;;;
27-01-00 11:00;9.6495;8.1678;7.0594;6.1831;5.5284;;;;;;
27-01-00 12:00;9.6366;8.1601;7.0544;6.1787;5.5247;;;;;;
27-01-00 13:00;9.6238;8.1521;7.0494;6.1743;5.5209;;;;;;
27-01-00 14:00;9.6111;8.1439;7.0444;6.1699;5.5173;;;;;;
27-01-00 15:00;9.5985;8.1355;7.0393;6.1655;5.5136;;;;;;
27-01-00 16:00;9.586;8.127;7.0341;6.1611;5.51;;;;;;
27-01-00 17:00;9.5736;8.1185;7.0288;6.1567;5.5063;;;;;;
27-01-00 18:00;9.5612;8.1099;7.0235;6.1524;5.5026;;;;;;
27-01-00 19:00;9.5489;8.1012;7.0181;6.148;5.499;;;;;;
27-01-00 20:00;9.5367;8.0924;7.0127;6.1436;5.4952;;;;;;
27-01-00 21:00;9.5246;8.0836;7.0072;6.1391;5.4915;;;;;;
27-01-00 22:00;9.5126;8.0747;7.0017;6.1347;5.4877;;;;;;
27-01-00 23:00;9.5006;8.0659;6.9961;6.1302;5.4839;;;;;;
28-01-00 00:00;9.4888;8.0571;6.9906;6.1258;5.48;;;;;;
28-01-00 01:00;9.477;8.0482;6.985;6.1213;5.4761;;;;;;
28-01-00 02:00;9.4653;8.0394;6.9794;6.1168;5.4721;;;;;;
28-01-00 03:00;9.4536;8.0306;6.9738;6.1124;5.4681;;;;;;
28-01-00 04:00;9.442;8.0218;6.9682;6.1079;5.4641;;;;;;
28-01-00 05:00;9.4305;8.013;6.9626;6.1035;5.46;;;;;;
28-01-00 06:00;9.4191;8.0044;6.957;6.099;5.4559;;;;;;
28-01-00 07:00;9.4078;7.9957;6.9514;6.0946;5.4518;;;;;;
28-01-00 08:00;9.3965;7.9871;6.9458;6.0902;5.4477;;;;;;
28-01-00 09:00;9.3853;7.9785;6.9402;6.0858;5.4435;;;;;;
28-01-00 10:00;9.3742;7.97;6.9347;6.0814;5.4393;;;;;;
28-01-00 11:00;9.3632;7.9615;6.9291;6.077;5.4351;;;;;;
28-01-00 12:00;9.3522;7.953;6.9236;6.0726;5.4308;;;;;;
28-01-00 13:00;9.3413;7.9446;6.9181;6.0683;5.4266;;;;;;
28-01-00 14:00;9.3305;7.9362;6.9125;6.0639;5.4223;;;;;;
28-01-00 15:00;9.3197;7.9279;6.9071;6.0595;5.4181;;;;;;
28-01-00 16:00;9.3091;7.9196;6.9016;6.0552;5.4138;;;;;;
28-01-00 17:00;9.2985;7.9114;6.8961;6.0508;5.4094;;;;;;
28-01-00 18:00;9.2881;7.9033;6.8907;6.0465;5.4051;;;;;;
28-01-00 19:00;9.2777;7.8952;6.8853;6.0422;5.4008;;;;;;
28-01-00 20:00;9.2674;7.8872;6.8799;6.0379;5.3964;;;;;;
28-01-00 21:00;9.2573;7.8792;6.8745;6.0336;5.392;;;;;;
28-01-00 22:00;9.2472;7.8713;6.8692;6.0293;5.3876;;;;;;
28-01-00 23:00;9.2372;7.8634;6.8638;6.0251;5.3832;;;;;;
29-01-00 00:00;9.2273;7.8556;6.8585;6.0209;5.3788;;;;;;
29-01-00 01:00;9.2174;7.8478;6.8533;6.0166;5.3743;;;;;;
29-01-00 02:00;9.2075;7.8401;6.848;6.0124;5.3698;;;;;;
29-01-00 03:00;9.1977;7.8323;6.8427;6.0082;5.3653;;;;;;
29-01-00 04:00;9.1879;7.8247;6.8375;6.004;5.3608;;;;;;
29-01-00 05:00;9.1781;7.817;6.8323;5.9999;5.3563;;;;;;
29-01-00 06:00;9.1684;7.8094;6.8271;5.9957;5.3518;;;;;;
29-01-00 07:00;9.1586;7.8018;6.822;5.9915;5.3472;;;;;;
29-01-00 08:00;9.1489;7.7942;6.8168;5.9874;5.3427;;;;;;
29-01-00 09:00;9.1391;7.7866;6.8116;5.9832;5.3381;;;;;;
29-01-00 10:00;9.1294;7.7791;6.8064;5.9791;5.3335;;;;;;
29-01-00 11:00;9.1196;7.7716;6.8012;5.9749;5.3289;;;;;;
29-01-00 12:00;9.1097;7.7642;6.7959;5.9707;5.3243;;;;;;
29-01-00 13:00;9.0998;7.7568;6.7906;5.9665;5.3197;;;;;;
29-01-00 14:00;9.09;7.7494;6.7853;5.9622;5.3151;;;;;;
29-01-00 15:00;9.0801;7.742;6.78;5.958;5.3104;;;;;;
29-01-00 16:00;9.0702;7.7347;6.7747;5.9538;5.3057;;;;;;
29-01-00 17:00;9.0604;7.7273;6.7694;5.9496;5.3009;;;;;;
29-01-00 18:00;9.0505;7.7199;6.7641;5.9454;5.2961;;;;;;
29-01-00 19:00;9.0406;7.7126;6.7588;5.9411;5.2912;;;;;;
29-01-00 20:00;9.0307;7.7054;6.7535;5.9369;5.2864;;;;;;
29-01-00 21:00;9.0207;7.6982;6.7481;5.9326;5.2815;;;;;;
29-01-00 22:00;9.0107;7.691;6.7428;5.9283;5.2765;;;;;;
29-01-00 23:00;9.0006;7.6839;6.7375;5.924;5.2715;;;;;;
30-01-00 00:00;8.9905;7.6767;6.7322;5.9197;5.2666;;;;;;
30-01-00 01:00;8.9803;7.6695;6.7269;5.9154;5.2615;;;;;;
30-01-00 02:00;8.9701;7.6623;6.7215;5.911;5.2565;;;;;;
30-01-00 03:00;8.9599;7.6551;6.7162;5.9066;5.2514;;;;;;
30-01-00 04:00;8.9498;7.6479;6.7108;5.9022;5.2462;;;;;;
30-01-00 05:00;8.9398;7.6406;6.7054;5.8978;5.241;;;;;;
30-01-00 06:00;8.9299;7.6334;6.7;5.8934;5.2358;;;;;;
30-01-00 07:00;8.9202;7.6262;6.6945;5.8889;5.2305;;;;;;
30-01-00 08:00;8.9106;7.6191;6.6891;5.8844;5.2252;;;;;;
30-01-00 09:00;8.9012;7.6119;6.6836;5.88;5.2198;;;;;;
30-01-00 10:00;8.8919;7.6048;6.6782;5.8755;5.2143;;;;;;
30-01-00 11:00;8.8828;7.5977;6.6728;5.871;5.2088;;;;;;
30-01-00 12:00;8.8739;7.5906;6.6674;5.8665;5.2033;;;;;;
30-01-00 13:00;8.8651;7.5836;6.662;5.8621;5.1977;;;;;;
30-01-00 14:00;8.8566;7.5766;6.6567;5.8576;5.192;;;;;;
30-01-00 15:00;8.8482;7.5696;6.6514;5.853;5.1864;;;;;;
30-01-00 16:00;8.84;7.5628;6.646;5.8485;5.1806;;;;;;
30-01-00 17:00;8.8319;7.556;6.6407;5.844;5.1749;;;;;;
30-01-00 18:00;8.824;7.5493;6.6353;5.8394;5.169;;;;;;
30-01-00 19:00;8.8163;7.5427;6.63;5.8349;5.1632;;;;;;
30-01-00 20:00;8.8087;7.5362;6.6247;5.8303;5.1573;;;;;;
30-01-00 21:00;8.8013;7.5297;6.6194;5.8257;5.1513;;;;;;
30-01-00 22:00;8.794;7.5234;6.6141;5.8211;5.1453;;;;;;
30-01-00 23:00;8.7869;7.5171;6.6089;5.8164;5.1393;;;;;;
31-01-00 00:00;8.7799;7.5109;6.6036;5.8118;5.1332;;;;;;
;11.037;10.167;9.1053;8.5166;7.8953;;;;;;
